Full_Name,Age,Birthday,Gender,Barangay,Civil_Status,Educational_Attainment,Employment_Status,Monthly_Income,Number_of_Dependents,With_Minor,With_PWD,Disability_Category,Type_of_Solo_Parent,Duration_Months,Is_Pregnant,Youngest_Child_Age,Receiving_Other_Govt_Cash_Aid,Formal_PhilHealth_Member,Dependent_Currently_Studying,Below_Poverty_Line,Eligibility,Cash_Subsidy_Sec15a,VAT_Discount_Sec15b,PhilHealth_Coverage_Sec15c,Livelihood_Priority_Sec15d,Housing_Priority_Sec15e,Educational_Support_Sec9,Priority_Level,Recommendation,Remarks
Vicente Castillo,26,04/01/2000,M,Bubukal,Single,Elementary,Self-Employed,28238,5,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,18,0,1,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Divina Pascual,66,02/19/1960,F,Calios,Married,High School,Employed,18746,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,47,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Malou Ramos,37,09/03/1989,F,Patimbao,Annulled,Elementary,Unemployed,7443,1,No,No,N/A,Spouse/family member/guardian of an OFW,41,0,5,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Precious Flores,35,02/18/1990,F,Patimbao,Single,Postgraduate,Unemployed,7598,1,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,7,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Luzviminda Torres,56,05/06/1969,F,San Juan,Separated,Postgraduate,Unemployed,7927,3,No,Yes,Sensory (Visual/Hearing),Legal or de facto separation,36,0,2,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Danilo Del Rosario,63,06/28/1962,M,Santisima Cruz,Annulled,College,Self-Employed,14177,3,Yes,Yes,Intellectual/Developmental,Spouse/family member/guardian of an OFW,4,0,4,No,No,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 4 month(s); RA 11861 requires at least 12 month(s) for this category.
Rowena Reyes,35,04/23/1991,F,San Pablo Norte,Married,Vocational,Unemployed,11862,0,No,No,N/A,"Legal guardian, adoptive, or foster parent",33,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Analyn Cruz,33,06/23/1992,F,Santisima Cruz,Married,High School,Unemployed,4458,3,Yes,No,N/A,Abandonment by spouse,1,0,6,Yes,No,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Abandonment by spouse' but duration is only 1 month(s); RA 11861 requires at least 6 month(s) for this category.
Christian Reyes,40,09/14/1986,M,Bagumbayan,Married,College,Part-Time,18935,3,No,No,N/A,"Legal guardian, adoptive, or foster parent",59,0,6,Yes,No,No,No,Eligible,No,Yes,Yes,Yes,No,No,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Cristina Dela Cruz,25,04/25/2000,F,Patimbao,Separated,Vocational,Self-Employed,26453,0,No,No,N/A,Unmarried parent who keeps and rears the child,27,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rosalinda Mendoza,46,04/04/1980,F,Labuin,Widow,College,Employed,40365,0,No,No,N/A,Pregnant woman solely responsible for unborn child,41,1,-1,No,No,No,No,Eligible,No,No,Yes,No,No,No,Medium,PhilHealth/NHIP Coverage (Sec. 15c),
Rosalinda Rivera,28,12/20/1997,F,Calios,Single,Vocational,Unemployed,15060,1,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,0,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Dominador Dela Cruz,66,10/04/1960,M,San Pablo Norte,Married,High School,Self-Employed,9385,3,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,29,0,1,Yes,No,No,Yes,Eligible,No,Yes,Yes,No,Yes,No,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e)",
Josephine Bautista,55,12/09/1970,F,San Pablo Sur,Single,High School,Part-Time,11764,5,No,No,N/A,Legal or de facto separation,15,0,3,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Arnel Ramos,38,02/07/1988,F,Calios,Widow,College,Unemployed,6420,2,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,2,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Ramon Del Rosario,64,05/27/1962,M,San Pablo Sur,Annulled,Vocational,Unemployed,13184,4,Yes,No,N/A,Spouse/family member/guardian of an OFW,10,0,2,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 10 month(s); RA 11861 requires at least 12 month(s) for this category.
Edgardo Salazar,49,06/02/1976,M,Bubukal,Widow,High School,Employed,32874,3,Yes,No,N/A,Spouse/family member/guardian of an OFW,58,0,5,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Divina Castillo,47,03/03/1979,F,San Pablo Norte,Single,Vocational,Self-Employed,31673,0,No,No,N/A,Legal or de facto separation,53,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Noel Pascual,36,02/28/1990,M,San Pablo Norte,Annulled,Vocational,Unemployed,7112,0,No,No,N/A,Relative within 4th civil degree assuming care,22,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rowena Reyes,62,01/29/1964,F,Calios,Separated,Vocational,Unemployed,2609,0,No,No,N/A,Unmarried parent who keeps and rears the child,15,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Carlito Villanueva,39,03/21/1987,M,Labuin,Married,Elementary,Employed,12921,0,No,Yes,Physical,Unmarried parent who keeps and rears the child,9,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Mark Gonzales,26,05/06/1999,M,San Pablo Norte,Married,Elementary,Self-Employed,38857,4,No,No,N/A,Abandonment by spouse,5,0,8,No,No,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Abandonment by spouse' but duration is only 5 month(s); RA 11861 requires at least 6 month(s) for this category.
Grace Santos,40,02/15/1985,F,Duhat,Widow,Postgraduate,Employed,37822,3,No,No,N/A,Death of spouse,49,0,7,No,No,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Analyn Garcia,50,07/19/1976,F,Bagumbayan,Married,Elementary,Unemployed,8309,0,No,No,N/A,Abandonment by spouse,36,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Precious Cruz,34,11/17/1991,F,Bagumbayan,Annulled,College,Unemployed,5002,1,Yes,Yes,Mental/Psychosocial,"Legal guardian, adoptive, or foster parent",36,0,9,No,No,No,Yes,Eligible,Yes,No,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Josephine Salazar,36,11/23/1989,F,Alipit,Single,Vocational,Self-Employed,24259,2,No,No,N/A,Unmarried parent who keeps and rears the child,25,0,5,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Ferdinand Salazar,26,03/13/1999,M,Patimbao,Annulled,Vocational,Employed,12011,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,29,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Angelica Mendoza,25,04/22/2000,F,Alipit,Annulled,Postgraduate,Employed,19845,2,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,3,No,No,Yes,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Dominador Dela Cruz,44,04/03/1981,M,Duhat,Single,College,Part-Time,17486,1,Yes,No,N/A,Relative within 4th civil degree assuming care,21,0,0,No,No,No,No,Eligible,No,Yes,Yes,Yes,No,No,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Leonora Garcia,44,02/18/1981,F,Duhat,Separated,Elementary,Employed,9460,1,Yes,No,N/A,Birth of child due to rape,33,1,3,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,No,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Julius Fernandez,34,12/11/1992,M,San Pablo Sur,Married,High School,Unemployed,1860,1,Yes,No,N/A,Birth of child due to rape,51,0,2,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Efren Cruz,61,03/28/1964,M,Bagumbayan,Married,Elementary,Self-Employed,9875,5,Yes,No,N/A,Abandonment by spouse,9,0,8,No,No,Yes,Yes,Eligible,Yes,No,Yes,No,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Arnel Garcia,49,11/06/1977,M,Alipit,Annulled,Elementary,Unemployed,13335,0,No,No,N/A,Spouse/family member/guardian of an OFW,28,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Vicente Salazar,20,11/12/2005,F,Bagumbayan,Widow,Elementary,Unemployed,9265,0,No,Yes,Intellectual/Developmental,Detention of spouse (3+ months) or serving sentence,33,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Grace Gonzales,23,11/29/2002,F,Alipit,Single,Elementary,Part-Time,11033,5,Yes,No,N/A,Spouse/family member/guardian of an OFW,57,1,5,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Mark Torres,64,01/06/1962,M,San Juan,Annulled,College,Employed,14492,4,No,No,N/A,Relative within 4th civil degree assuming care,3,0,1,No,Yes,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Relative within 4th civil degree assuming care' but duration is only 3 month(s); RA 11861 requires at least 6 month(s) for this category.
Ferdinand Garcia,34,09/23/1991,F,San Pablo Norte,Single,Postgraduate,Unemployed,2850,2,No,No,N/A,Pregnant woman solely responsible for unborn child,42,1,2,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Marites Rivera,51,12/13/1975,F,Duhat,Separated,High School,Unemployed,7185,0,No,No,N/A,Abandonment by spouse,31,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Luzviminda Salazar,25,12/23/2001,F,San Pablo Sur,Single,College,Unemployed,11990,5,No,No,N/A,Physical or mental incapacity of spouse,30,0,9,Yes,No,Yes,Yes,Eligible,No,No,Yes,Yes,Yes,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Jose Del Rosario,24,02/01/2002,M,Bubukal,Separated,College,Self-Employed,36656,4,No,No,N/A,Physical or mental incapacity of spouse,60,0,5,No,No,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Editha Santos,50,10/16/1976,F,Calios,Separated,College,Self-Employed,35256,4,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,2,0,6,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Detention of spouse (3+ months) or serving sentence' but duration is only 2 month(s); RA 11861 requires at least 3 month(s) for this category.
Christian Del Rosario,63,03/27/1963,M,San Pablo Norte,Widow,High School,Part-Time,16243,2,No,No,N/A,"Legal guardian, adoptive, or foster parent",55,0,8,Yes,No,No,No,Eligible,No,No,Yes,Yes,No,No,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Luzviminda Santos,52,04/14/1974,F,Calios,Married,Vocational,Part-Time,13771,0,No,No,N/A,Physical or mental incapacity of spouse,42,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Nestor Aquino,29,04/29/1996,M,Calios,Annulled,Elementary,Employed,27883,4,Yes,No,N/A,Legal or de facto separation,23,0,7,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Christian Cruz,27,07/01/1998,M,Labuin,Married,Vocational,Part-Time,13501,0,No,Yes,Physical,Abandonment by spouse,50,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Gilbert Pascual,42,09/25/1983,F,Calios,Annulled,High School,Part-Time,7349,1,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,2,No,No,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Rowena Pascual,36,02/27/1990,F,Bagumbayan,Separated,High School,Employed,30726,2,No,No,N/A,Spouse/family member/guardian of an OFW,57,0,1,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Precious Reyes,47,03/07/1979,F,Alipit,Single,High School,Part-Time,19729,5,No,No,N/A,Birth of child due to rape,0,0,2,No,No,No,No,Eligible,No,Yes,Yes,Yes,No,No,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Cristina Gonzales,46,06/28/1980,F,San Pablo Norte,Widow,Vocational,Self-Employed,20401,1,Yes,No,N/A,Physical or mental incapacity of spouse,48,0,6,No,No,No,No,Eligible,No,Yes,Yes,No,No,No,Low,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c)",
Angelica Torres,28,11/05/1997,F,Labuin,Married,High School,Unemployed,1506,0,No,No,N/A,Legal or de facto separation,11,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Teresa Aquino,66,10/29/1960,F,Alipit,Separated,High School,Self-Employed,26681,3,Yes,No,N/A,Unmarried parent who keeps and rears the child,0,0,1,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Christian Ramos,68,03/10/1958,M,Labuin,Annulled,Elementary,Self-Employed,18672,0,No,No,N/A,Relative within 4th civil degree assuming care,27,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Jose Rivera,60,01/06/1965,M,Labuin,Separated,Vocational,Part-Time,11561,1,Yes,Yes,Physical,Death of spouse,9,0,8,No,Yes,Yes,Yes,Eligible,Yes,No,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Luzviminda Mendoza,68,04/19/1957,F,San Pablo Sur,Widow,High School,Unemployed,5343,4,Yes,No,N/A,Spouse/family member/guardian of an OFW,4,0,2,No,No,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 4 month(s); RA 11861 requires at least 12 month(s) for this category.
Jose Ocampo,45,05/06/1980,M,Alipit,Widow,Elementary,Unemployed,15064,2,Yes,No,N/A,Relative within 4th civil degree assuming care,20,0,5,Yes,Yes,Yes,No,Eligible,No,Yes,No,Yes,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Educational Support (Sec. 9)",
Malou Gonzales,63,11/18/1962,F,Bagumbayan,Annulled,College,Unemployed,15588,4,Yes,Yes,Physical,"Legal guardian, adoptive, or foster parent",18,0,3,No,No,Yes,No,Eligible,Yes,Yes,Yes,Yes,No,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Educational Support (Sec. 9)",
Ferdinand Bautista,55,08/24/1970,M,Bagumbayan,Married,College,Self-Employed,27134,0,No,Yes,Sensory (Visual/Hearing),Relative within 4th civil degree assuming care,20,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Bernardo Villanueva,59,01/08/1966,M,Bagumbayan,Married,Postgraduate,Self-Employed,18388,4,Yes,Yes,Mental/Psychosocial,Legal or de facto separation,13,0,8,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Medium,Educational Support (Sec. 9),
Josephine Pascual,26,09/05/1999,F,Calios,Single,College,Unemployed,9649,1,No,No,N/A,Abandonment by spouse,20,0,0,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Gilbert Castillo,59,04/24/1966,F,Alipit,Single,Postgraduate,Unemployed,8141,2,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,0,Yes,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Josephine Ramos,62,06/17/1964,F,Labuin,Separated,College,Self-Employed,14840,0,No,No,N/A,Relative within 4th civil degree assuming care,49,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Danilo Torres,28,11/29/1998,M,San Pablo Sur,Separated,Vocational,Part-Time,16637,1,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",53,0,5,No,No,Yes,No,Eligible,No,Yes,Yes,Yes,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Educational Support (Sec. 9)",
Jose Cruz,34,09/20/1991,M,Bagumbayan,Widow,High School,Self-Employed,37428,0,No,No,N/A,"Declaration of nullity, annulment, or divorce",19,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Julius Ocampo,30,11/30/1995,M,Santisima Cruz,Widow,High School,Part-Time,11618,1,Yes,No,N/A,Physical or mental incapacity of spouse,60,0,5,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Christian Bautista,58,06/25/1968,M,Labuin,Married,Vocational,Part-Time,5993,5,Yes,No,N/A,Legal or de facto separation,2,0,9,No,No,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Legal or de facto separation' but duration is only 2 month(s); RA 11861 requires at least 6 month(s) for this category.
Nestor Gonzales,45,06/02/1981,F,San Juan,Separated,High School,Employed,34555,1,No,Yes,Mental/Psychosocial,Pregnant woman solely responsible for unborn child,9,1,6,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Medium,PhilHealth/NHIP Coverage (Sec. 15c),
Divina Gonzales,20,04/21/2006,F,San Juan,Married,Vocational,Part-Time,5059,5,Yes,No,N/A,"Legal guardian, adoptive, or foster parent",2,0,5,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Rosalinda Dela Cruz,54,04/24/1972,F,Bagumbayan,Widow,Vocational,Self-Employed,4181,1,Yes,Yes,Mental/Psychosocial,Death of spouse,33,0,1,No,No,No,Yes,Eligible,Yes,Yes,Yes,No,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e)",
Luzviminda Reyes,42,01/22/1983,F,Bubukal,Married,Elementary,Employed,14916,1,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,4,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
